000.95400;+02.06800; 3.0; 412; 0.20; 4.1; 3.9; 0.0994; 3.7; 1.59
001.23300;+11.70100; 5.3; 441; 0.16; 4.6; 3.1; 0.0761; 3.5; 0.87
001.57200;+10.86800; 5.3; 440; 0.15; 5.7; 5.9; 0.1675; 3.5; 4.17
002.23700;+41.17700; 7.3; 401; 0.16; 4.4; 5.6; 0.1537; 3.8; 3.79
004.19900;+06.74900; 4.5; 512; 0.14; 5.6; 3.2; 0.0838; 3.0; 0.92
006.92400;+26.27200; 3.8; 388; 0.14; 4.5;11.1; 0.3649; 3.3;17.97
009.14900;+25.74400; 4.0; 404; 0.15; 5.0; 1.6; 0.0341; 3.0; 0.15
016.70200;+01.04500; 3.0; 434; 0.21; 4.1; 8.4; 0.2545; 3.6; 9.80
017.92500;+33.45300; 5.1; 472; 0.16; 5.7; 4.5; 0.1173; 3.7; 2.17
025.51100;+21.52200; 6.4; 406; 0.13; 4.1; 8.5; 0.2803; 3.0; 9.90
027.68700;+33.09000; 4.7; 344; 0.15; 3.7; 1.8; 0.0363; 3.5; 0.20
029.35700;+32.22400; 5.1; 321; 0.14; 3.5; 3.5; 0.0894; 3.4; 1.18
032.38500;+19.76400; 8.1; 280; 0.15; 4.3; 3.0; 0.0657; 4.4; 0.81
069.28500;+00.72800; 7.7; 564; 0.15; 3.4; 9.3; 0.2850; 3.6;12.25
072.05400;+09.89000;12.2; 408; 0.14; 4.6; 5.9; 0.1540; 4.2; 4.21
094.65700;+67.41000; 7.1; 379; 0.11; 4.0; 3.9; 0.1123; 2.9; 1.55
107.02100;+71.86400; 4.5; 453; 0.12; 4.4; 3.7; 0.1053; 2.9; 1.37
108.58000;+54.68500; 5.9; 393; 0.11; 4.1; 3.7; 0.1043; 3.0; 1.39
111.51800;+41.38900; 6.6; 462; 0.14; 5.1; 4.3; 0.1118; 3.6; 1.95
115.43800;+74.24300; 3.5; 456; 0.22; 3.7; 7.7; 0.2160; 4.0; 7.90
117.85000;+17.51300; 4.4; 338; 0.17; 2.7; 6.5; 0.1894; 3.5; 5.27
120.23300;+36.06100; 4.8; 445; 0.18; 5.1; 9.7; 0.2880; 4.0;13.60
122.80900;+70.03100; 3.4; 474; 0.19; 4.4; 7.6; 0.2230; 3.7; 7.79
125.24800;+07.85400; 2.5; 332; 0.23; 4.3; 4.4; 0.1100; 4.0; 2.09
126.49700;+04.26300; 2.9; 314; 0.18; 4.1; 7.5; 0.2248; 3.5; 7.46
130.74700;+29.47600; 3.9; 309; 0.21; 5.2; 7.0; 0.1940; 4.0; 6.41
136.61400;+10.34500; 3.7; 360; 0.17; 4.9; 4.9; 0.1328; 3.6; 2.71
136.85700;+16.65400; 3.5; 372; 0.16; 4.9; 3.0; 0.0733; 3.3; 0.77
139.92200;+33.76300; 1.7; 449; 0.22; 5.0; 1.4; 0.0230; 3.8; 0.09
141.79500;+53.45000; 1.7; 518; 0.20; 3.9; 6.7; 0.2052; 3.2; 5.71
145.51700;+08.97300; 3.0; 290; 0.20; 4.4; 7.3; 0.2075; 3.8; 6.94
145.56500;+15.38200; 3.4; 439; 0.18; 4.9; 5.8; 0.1649; 3.5; 4.05
147.49800;+17.14100; 3.1; 427; 0.23; 5.0;12.9; 0.3825; 4.3;25.75
150.13000;+44.15400; 1.0; 510; 0.24; 3.6; 5.2; 0.1530; 3.1; 3.08
150.77300;+67.15600; 3.5; 499; 0.14; 4.3; 6.6; 0.2055; 3.1; 5.52
151.66600;+25.92400; 2.7; 348; 0.20; 3.9; 4.4; 0.1162; 3.6; 2.07
154.15100;+24.80600; 2.3; 453; 0.16; 4.0; 3.0; 0.0811; 2.8; 0.81
154.98000;+40.99600; 1.3; 500; 0.25; 5.3; 3.8; 0.0926; 3.9; 1.44
155.53900;+38.50200; 1.4; 491; 0.17; 4.4; 2.2; 0.0534; 2.8; 0.35
158.05900;+40.24700; 1.3; 483; 0.25; 5.2; 3.2; 0.0733; 4.0; 0.92
158.74300;+30.69500; 1.9; 468; 0.25; 3.4; 5.4; 0.1381; 4.3; 3.47
163.45300;+16.84200; 2.2; 305; 0.23; 3.2; 3.5; 0.0856; 3.7; 1.15
164.61200;+01.59400; 3.9; 435; 0.20; 5.6; 2.1; 0.0397; 4.2; 0.29
167.32500;+41.56900; 1.6; 429; 0.25; 4.6; 3.3; 0.0770; 3.8; 0.98
168.59600;+58.38700; 0.7; 586; 0.29; 4.5; 7.0; 0.2060; 3.6; 6.41
168.97200;+01.51000; 4.2; 442; 0.13; 3.1;10.2; 0.3518; 2.9;14.87
171.75300;+17.12600; 2.0; 443; 0.19; 3.8; 4.4; 0.1267; 3.1; 2.11
173.08800;+55.97900; 0.9; 403; 0.28; 5.0; 2.4; 0.0527; 3.7; 0.44
178.99500;+73.41000; 2.3; 760; 0.19; 4.4; 3.3; 0.0833; 3.5; 1.03
179.21800;+24.24800; 1.8; 471; 0.23; 4.9; 5.2; 0.1419; 3.7; 3.20
180.32100;+23.10500; 2.1; 463; 0.19; 3.7; 8.5; 0.2700; 3.3; 9.87
180.51600;+58.04100; 1.4; 488; 0.18; 4.3; 3.7; 0.1031; 2.9; 1.30
189.23700;+63.18800; 1.7; 540; 0.18; 4.2; 8.9; 0.3020; 2.9;10.96
190.86800;+27.28600; 1.2; 482; 0.20; 4.1; 6.3; 0.1997; 2.9; 4.96
196.08500;+33.60100; 1.0; 523; 0.23; 4.1; 6.3; 0.1882; 3.3; 4.90
196.50700;+26.50500; 0.9; 502; 0.24; 4.5; 9.8; 0.3063; 3.5;13.59
197.77100;+39.22200; 1.2; 585; 0.27; 4.8; 3.1; 0.0720; 4.0; 0.89
197.88400;+22.00900; 1.8; 723; 0.22; 5.4; 9.1; 0.2660; 4.0;11.64
198.59100;+64.57500; 1.8; 607; 0.24; 4.0; 7.7; 0.2200; 3.9; 7.83
199.99700;+70.07300; 1.5; 736; 0.23; 4.7;10.5; 0.3275; 3.7;16.14
200.87600;+11.29600; 1.8; 311; 0.22; 3.7; 3.6; 0.0911; 3.6; 1.29
201.45300;+59.33000; 1.6; 741; 0.21; 4.4; 5.3; 0.1515; 3.3; 3.24
203.18900;+50.54800; 1.1; 591; 0.25; 4.5; 9.1; 0.2792; 3.6;11.61
208.49900;+14.92400; 1.7; 398; 0.23; 4.8; 5.0; 0.1251; 4.2; 2.82
213.55100;+71.26000; 2.0; 857; 0.17; 4.2; 7.2; 0.2250; 3.1; 6.65
215.79900;+26.27600; 1.6; 392; 0.21; 4.8; 1.8; 0.0375; 3.2; 0.19
215.97600;+40.26100; 0.9; 604; 0.24; 3.8; 3.2; 0.0822; 3.2; 0.94
217.13500;+56.87900; 1.4; 725; 0.19; 4.4; 3.9; 0.1074; 3.2; 1.56
221.09400;+31.23500; 1.3; 614; 0.17; 4.2; 7.1; 0.2340; 2.9; 6.60
223.29200;+21.89700; 2.8; 415; 0.15; 4.1; 4.1; 0.1186; 2.9; 1.76
225.33400;+42.34400; 1.5; 575; 0.20; 4.3; 9.0; 0.2897; 3.2;11.26
227.77800;+18.04900; 2.8; 379; 0.15; 3.7; 4.1; 0.1161; 3.0; 1.72
230.78300;+30.84500; 1.9; 399; 0.20; 5.2; 3.1; 0.0756; 3.5; 0.86
231.43600;+28.42800; 2.6; 381; 0.19; 4.7; 5.6; 0.1515; 3.8; 3.74
239.04000;+66.35500; 2.8;1318; 0.23; 3.8; 8.1; 0.2343; 3.9; 8.97
239.43600;+35.49700; 1.9; 349; 0.21; 4.4; 5.7; 0.1579; 3.7; 3.89
240.39900;+53.91800; 1.2;1122; 0.28; 5.1; 3.0; 0.0675; 4.2; 0.83
240.75900;+25.40400; 4.5; 654; 0.19; 5.1; 3.7; 0.0888; 4.1; 1.39
241.38400;+16.44200; 3.4; 569; 0.15; 4.0; 1.7; 0.0370; 2.9; 0.17
243.54000;+49.15300; 1.5; 542; 0.19; 5.3; 2.4; 0.0579; 3.1; 0.45
246.05300;+41.24200; 0.9; 906; 0.26; 4.4; 6.5; 0.1825; 3.7; 5.26
246.74800;+55.47700; 1.8; 874; 0.20; 4.1; 4.7; 0.1300; 3.3; 2.40
247.42400;+58.53100; 1.8;1386; 0.20; 3.7; 4.7; 0.1329; 3.3; 2.49
253.16600;+40.19300; 1.7; 596; 0.18; 3.8; 5.0; 0.1481; 3.1; 2.85
255.63300;+33.51300; 2.2; 767; 0.17; 4.8; 3.2; 0.0843; 3.0; 0.92
258.59000;+43.67700; 2.1;1067; 0.22; 5.1; 1.5; 0.0276; 3.8; 0.13
258.80100;+03.16100; 6.3; 508; 0.18; 2.6; 5.1; 0.1317; 4.0; 2.96
259.04300;+20.35700; 5.2; 630; 0.16; 4.6; 4.8; 0.1306; 3.6; 2.63
259.32900;+42.44400; 2.2; 939; 0.19; 3.2; 5.7; 0.1754; 3.0; 3.96
259.62100;+78.02900; 4.0;1826; 0.20; 5.8; 2.7; 0.0584; 4.3; 0.63
266.79600;+45.21600; 2.9;1249; 0.20; 5.2; 5.8; 0.1555; 3.9; 4.01
279.12700;+63.74800; 4.9;4341; 0.13; 4.1; 3.1; 0.0834; 2.8; 0.84
281.03300;+45.55400; 5.6;1137; 0.16; 4.5; 3.7; 0.0910; 3.8; 1.36
283.03400;+57.18600; 5.3;1417; 0.15; 4.2; 4.1; 0.1084; 3.4; 1.72
285.19400;+69.97500; 6.5;2398; 0.17; 5.0; 4.0; 0.0936; 4.4; 1.64
316.22100;+14.03000; 7.1; 504; 0.12; 3.8; 6.4; 0.2029; 2.9; 5.08
328.92400;+12.52900; 6.0; 313; 0.17; 4.6; 6.9; 0.1924; 4.0; 6.28
336.72800;+25.84900; 5.0; 519; 0.16; 4.6; 5.8; 0.1660; 3.4; 4.00
337.15400;+20.62300; 4.4; 479; 0.18; 6.0;13.4; 0.4177; 3.9;27.56
342.52300;+11.61700; 4.8; 419; 0.15; 7.2; 1.4; 0.0255; 3.5; 0.10
344.23800;+05.54700; 5.4; 382; 0.12; 5.0; 5.4; 0.1696; 2.8; 3.44
347.89800;+03.64600; 4.9; 383; 0.18; 4.3;10.2; 0.3017; 4.1;15.33
348.49900;+14.74400; 4.9; 457; 0.14; 4.3; 5.3; 0.1627; 2.9; 3.24
350.90700;+09.15400; 4.6; 446; 0.14; 4.2; 6.1; 0.1937; 2.9; 4.58
354.03400;+20.62300; 4.1; 491; 0.18; 6.7; 2.8; 0.0601; 4.1; 0.64
354.41700;+00.27600; 4.1; 383; 0.21; 4.7; 9.6; 0.2780; 4.1;13.26
358.92500;+11.64700; 4.8; 438; 0.15; 6.0; 3.0; 0.0729; 3.5; 0.80
