 0.0238; 58; 14.005;   8.0;  0.179; 20.0;  0.195
 0.0450; 76; 10.429;   9.3;  0.488; 20.0;  0.503
 0.2510;  6;  3.054;  33.4;  5.155;  6.5;  5.543
 0.2275;  4;  3.822;  14.0;  5.225;  7.5;  5.559
 0.0519;  7; 12.430;   7.9;  0.778; 15.5;  0.828
 0.0174; 19;  4.712;  15.9;  0.032; 15.0;  0.036
 0.0180;146;  9.713;  14.1;  0.070; 24.0;  0.074
 0.2060;  2;  5.481;  10.4;  6.037;  9.5;  6.289
 0.1489;  3;  3.784;  11.9;  2.108; 10.0;  2.173
 0.0409;  5;  7.090;   8.4;  0.272;  9.5;  0.316
 0.1168;  4;  6.028;  16.0;  2.005;  7.5;  2.253
 0.1805; 11;  4.811;  13.4;  4.010;  4.5;  4.890
 0.2300;  1;  3.090;  14.6;  4.329;  5.0;  4.919
 0.0050;  3;  2.284;  16.4;  0.001; 10.5;  0.001
 0.1289;  4;  3.277;  14.7;  1.355; 10.0;  1.397
 0.1960;  2;  4.244;  11.5;  4.199;  5.0;  4.883
 0.0427; 47;  3.586;  13.7;  0.151; 14.0;  0.157
 0.1529;  2;  2.993;  17.9;  1.778;  6.0;  1.976
 0.1008;  6;  3.222;  11.5;  0.798;  8.0;  0.858
 0.0640;  1;  3.574;  16.9;  0.346; 11.5;  0.364
 0.3432;  2;  3.641;  15.4; 11.914; 11.5; 12.034
 0.2280;  5;  3.406;  11.8;  4.679;  7.0;  5.031
 0.0604; 17;  4.736;  23.4;  0.408; 12.0;  0.434
 0.2195;  1;  5.185;  11.2;  6.507; 11.0;  6.640
 0.0792; 17;  3.912;  12.9;  0.588; 12.5;  0.606
 0.0760; 22;  3.207;  15.7;  0.445; 15.0;  0.449
 0.0221; 10;  2.618;  21.1;  0.029; 14.5;  0.031
 0.2836;  2;  4.074;  17.7;  8.875;  6.5;  9.647
 0.0907; 27;  3.434;  14.6;  0.679;  8.5;  0.730
 0.2216; 10;  3.082;  15.4;  3.971;  6.5;  4.270
 0.1883;  1;  4.837;  18.3;  4.377; 10.0;  4.559
 0.0230; 28;  6.979;   8.6;  0.083; 17.0;  0.089
 0.2070;  2;  3.526;  16.5;  3.942;  6.5;  4.285
 0.0235;  6;  6.028;  16.2;  0.075;  9.5;  0.091
 0.1712; 14;  4.973;  15.8;  3.704;  6.0;  4.209
 0.1530;  1;  5.082;  15.1;  2.990;  6.0;  3.437
 0.2742;  8;  3.243;  20.2;  6.593;  6.0;  7.166
 0.2192;  2;  3.010;  15.5;  3.806;  7.0;  4.049
 0.2537; 10;  3.877;  17.3;  6.675;  9.0;  6.953
 0.0685; 23;  2.942;  50.4;  0.329;  8.0;  0.362
 0.0718;  4;  8.255;   9.5;  1.009;  9.5;  1.134
 0.0752; 38; 29.301;   3.9;  3.904; 15.5;  4.243
 0.0797;  6;  3.099;  10.9;  0.476; 12.0;  0.491
 0.0643; 87;  6.355;   9.7;  0.616; 14.0;  0.642
 0.0853; 42;  8.441;   7.6;  1.476; 10.0;  1.622
 0.0624; 40; 12.786;   5.5;  1.171; 22.0;  1.195
 0.1880;  9;  4.044;  24.5;  3.662;  4.5;  4.360
 0.0619;  4;  3.323;  11.9;  0.301; 14.0;  0.307
 0.1729;  9;  5.631;  15.4;  4.267;  8.0;  4.588
 0.1595;  3;  3.745;  15.9;  2.426;  9.5;  2.527
 0.1030; 21;  3.298;  23.6;  0.855; 10.0;  0.891
 0.0051; 32; 21.272;  11.1;  0.012; 19.0;  0.016
 0.0464;  1;  3.803;  12.0;  0.190; 17.0;  0.194
 0.0056;  4;  3.443;  14.0;  0.002; 14.5;  0.002
 0.0352;  2;  7.923;  10.6;  0.225; 17.5;  0.237
 0.0698;  9;  3.981;  14.0;  0.461; 10.5;  0.490
 0.0590;105; 36.344;   3.3;  2.951; 30.0;  3.011
 0.0603;  1;  5.763;  18.9;  0.495; 11.5;  0.532
 0.1057; 30;  5.510;  10.0;  1.501;  9.5;  1.614
 0.0570;  3;  7.465;  12.7;  0.570; 20.0;  0.576
 0.1419;  3;  4.054;  22.0;  2.033;  8.0;  2.186
 0.0613;  2; 14.078;   8.0;  1.243; 16.5;  1.308
 0.0447;  2;  3.798;  25.9;  0.176; 13.0;  0.185
 0.1681; 13;  3.060;  13.3;  2.202;  7.5;  2.343
 0.1220;  4;  3.546;  17.1;  1.302;  8.5;  1.385
 0.0600; 81;  8.186;   8.8;  0.693; 16.0;  0.722
 0.0501; 22; 12.608;   7.7;  0.734; 15.0;  0.789
 0.0131;  7; 40.095;   6.1;  0.153; 22.0;  0.182
 0.0397;  2; 28.011;   5.8;  1.008; 13.5;  1.186
 0.0400; 28;  4.018;  16.5;  0.148; 10.0;  0.164
 0.0589;317; 49.741;   1.8;  4.019; 18.0;  4.416
 0.0326;143; 72.075;   3.7;  1.746; 19.0;  2.054
 0.1550;  2;  3.442;  56.5;  2.094; 13.0;  2.094
 0.2842;  5;  3.942;  13.0;  8.629;  8.5;  8.989
 0.0670;  3;  6.168;  16.1;  0.652; 10.0;  0.716
 0.0360;  3;  8.634;  10.3;  0.255; 16.0;  0.274
 0.0720; 90;  8.583;   8.8;  1.052; 15.5;  1.096
 0.1501;  2;  4.418;  13.7;  2.501;  6.0;  2.842
 0.2475; 42;  4.944;  16.6;  8.014; 11.5;  8.178
 0.0335; 17;  5.539;  11.8;  0.142; 12.5;  0.156
 0.0536;  5;  7.370;  10.0;  0.495; 13.5;  0.527
 0.0913; 10;  3.994;  23.4;  0.801; 10.0;  0.843
 0.1248; 15;  4.398;  16.3;  1.696; 10.0;  1.785
 0.1241;  2;  3.341;  21.7;  1.273; 13.0;  1.286
 0.0398;  1;  5.056;  13.7;  0.184; 14.0;  0.196
 0.2000;  1;  4.792;  14.3;  4.960;  6.5;  5.511
 0.2195; 14;  6.565;  10.7;  8.209; 10.0;  8.551
 0.0912;  2;  4.130;  17.9;  0.826; 14.0;  0.843
 0.2952;  8;  5.816;  21.5; 13.727; 16.5; 13.866
 0.0756;  2;  4.899;  19.4;  0.667; 15.0;  0.681
 0.0380; 64; 11.350;   7.3;  0.375; 16.5;  0.403
 0.1913;  5;  3.814;  11.1;  3.594;  7.5;  3.865
 0.1582;  2;  3.864;  37.6;  2.458; 12.0;  2.483
 0.2839;  4;  5.888;   8.6; 12.856; 11.0; 13.118
 0.1706; 11;  5.828;  11.2;  4.288; 14.0;  4.331
 0.1540;  2;  8.490;   8.7;  5.047;  7.5;  5.671
 0.2708;  9;  3.302;  11.7;  6.525;  7.0;  6.941
 0.0479;  4;  3.734;  11.9;  0.199; 13.0;  0.209
 0.0915;  0;  4.601;  10.4;  0.927;  6.5;  1.066
 0.0358;  1; 14.881;   5.2;  0.438; 15.5;  0.481
 0.0850; 36;  4.759;   9.6;  0.830; 11.0;  0.874
 0.0390;  4;  7.375;   8.9;  0.257; 18.0;  0.268
 0.1637;  3;  4.174;   9.4;  2.816; 12.0;  2.873
 0.0424;155;  2.440;  13.5;  0.102;  9.5;  0.111
 0.1254;  2;  4.522;   9.4;  1.762; 10.0;  1.855
 0.1483; 10;  8.526;   7.5;  4.667; 17.5;  4.667
 0.0515;  2;  2.876;  29.6;  0.178; 15.0;  0.182
 0.0420;237; 14.109;   6.2;  0.573; 21.0;  0.597
 0.0928;  9;  3.977;  12.3;  0.825; 11.5;  0.859
 0.0989; 25; 10.319;   6.8;  2.429; 13.5;  2.557
 0.0442;  4;  7.141;  10.9;  0.322; 17.5;  0.335
 0.0369;  2;  2.600;   7.6;  0.082; 12.5;  0.086
 0.0468; 32; 20.492;   4.8;  1.036; 21.5;  1.079
 0.1392;  2;  9.393;   6.2;  4.478; 12.5;  4.665
 0.0553;  3;  3.592;  14.4;  0.258; 14.0;  0.266
 0.1520;  7;  5.180;   9.7;  3.004; 11.0;  3.097
 0.1164;  1;  4.813;   9.8;  1.597; 14.0;  1.613
 0.0511;  2;  5.058;   8.8;  0.308; 14.0;  0.324
 0.0333; 15;  5.608;  11.3;  0.142; 17.5;  0.148
 0.0514; 85; 19.583;   3.8;  1.198; 19.0;  1.261
 0.0554;  9;  9.969;   6.3;  0.715;  9.0;  0.841
 0.0506;159; 23.679;   3.2;  1.403; 18.0;  1.509
 0.1759; 10;  5.743;   9.2;  4.521; 12.0;  4.613
 0.0540;  3;  7.695;   9.0;  0.525; 20.0;  0.536
 0.2026; 11;  3.400;  10.2;  3.641;  6.5;  3.958
 0.2266; 11;  7.531;   8.1; 10.085;  9.5; 10.616
 0.1644;  2; 10.597;   7.9;  7.139; 13.0;  7.360
 0.2965; 78;  9.079;   7.9; 21.646;  9.0; 23.028
 0.0322;  2;  3.515;  17.7;  0.083; 15.0;  0.087
 0.1110;  3;  3.083;  15.9;  0.938;  8.5;  0.998
 0.0822;  6;  4.142;  19.2;  0.673; 12.0;  0.701
 0.0542; 92; 57.001;   3.3;  3.879; 19.0;  4.310
 0.0916;  2;  5.161;  11.5;  1.042;  7.5;  1.171
 0.0539;  4; 39.461;   9.1;  2.659; 15.0;  3.022
 0.0344; 11;  3.592;  11.5;  0.098; 12.0;  0.105
 0.0077;  1;  2.480;  43.5;  0.003; 11.5;  0.004
 0.1421;  3;  6.032;  10.0;  3.019;  6.0;  3.510
 0.1535;  2;  4.726;  10.8;  2.814;  8.5;  2.994
 0.1982;  1;  3.025;  25.9;  3.085;  7.5;  3.282
 0.0302;  2;  3.675;  13.9;  0.077; 15.0;  0.081
 0.1634;  9;  9.115;   9.6;  6.077; 17.0;  6.077
 0.1669;  2;  7.833;   8.3;  5.472;  8.5;  5.948
 0.1517;  5;  3.776;  14.6;  2.191;  6.5;  2.434
 0.0445; 48;  9.014;  12.8;  0.412; 16.5;  0.434
 0.0927; 19;  3.393;  14.9;  0.703;  8.0;  0.764
 0.0586; 51; 11.231;   8.8;  0.905; 12.5;  0.995
 0.0540; 63;  3.704;  13.2;  0.253; 11.0;  0.269
 0.2542;  7;  7.055;   9.7; 12.109;  6.0; 13.760
 0.1176;  6;  3.146;  15.6;  1.075;  6.0;  1.208
 0.0126;154; 84.353;   6.5;  0.297; 35.5;  0.334
 0.1230; 10;  4.134;  13.5;  1.545;  8.5;  1.661
 0.0650; 35;  6.444;  15.2;  0.639; 13.0;  0.673
 0.0839;  7;  3.178;  15.3;  0.544; 10.0;  0.573
 0.1342;  6;  9.451;  12.2;  4.213;  7.0;  4.899
 0.0155;  6; 10.929;   6.8;  0.059; 13.0;  0.072
 0.1651;  9;  3.636;  15.0;  2.512;  7.0;  2.730
 0.2037;  1;  3.601;  18.4;  3.904;  8.5;  4.067
 0.0398; 27;  2.379;  20.0;  0.087; 15.0;  0.089
 0.1416; 58;  3.464;  15.4;  1.740;  7.0;  1.891
 0.0639;  2;  4.570;  16.2;  0.441; 15.0;  0.450
 0.1306;  9;  6.979;  10.9;  2.942; 12.0;  3.065
 0.3499;  3;  3.848;  22.2; 13.172;  9.0; 13.579
 0.1068;  8;  9.929;  13.1;  2.754; 14.5;  2.839
 0.3075; 60;  5.117;  14.7; 13.270;  8.5; 13.968
 0.0722;  6;  4.046;  17.6;  0.505; 11.0;  0.532
 0.1076;  5;  4.313;  55.2;  1.220;  7.5;  1.341
 0.1195;  6;  5.344;  12.3;  1.877;  7.0;  2.109
 0.0697;  7;  6.414;  15.6;  0.737;  9.0;  0.828
 0.1557;  6;  4.792;  15.2;  2.930; 11.0;  3.021
 0.0722;  4;  5.182;  12.3;  0.641;  7.0;  0.745
 0.0685;  2;  6.467;  32.4;  0.716; 12.5;  0.762
 0.1268;  6;  3.890;  14.1;  1.552; 12.0;  1.584
 0.1992; 16;  6.271;  21.4;  6.408;  5.0;  7.629
 0.0199; 25; 17.188;   6.0;  0.153; 17.0;  0.176
 0.4414;  1;  3.231;  15.8; 18.325;  5.0; 20.590
 0.2690;  2;  3.121;  45.6;  6.073; 10.0;  6.197
 0.1190;  6;  5.534;  35.5;  1.916; 10.5;  2.017
 0.0688;  5;  4.081;  35.0;  0.460;  2.5;  0.821
 0.2373;  2;  3.995;  14.0;  5.979;  4.0;  7.291
 0.0796;  4;  4.932;  19.8;  0.749;  8.5;  0.832
 0.0736;  2;  3.913;  16.4;  0.508;  8.5;  0.558
 0.0963;  9;  6.344;  13.1;  1.416; 10.5;  1.506
 0.1797;  2;  3.111;  34.0;  2.595; 11.5;  2.621
 0.0114;287;250.983;   2.4;  0.721; 80.0;  0.751
 0.0535;  3; 12.910;   7.8;  0.861;  9.5;  1.013
 0.0146; 45;  6.538;  13.2;  0.031; 13.0;  0.037
 0.0462; 71;  6.720;  14.9;  0.332; 18.5;  0.342
 0.1794;  1; 11.009;   8.3;  8.971;  6.0; 10.680
 0.1962;  2;  4.049;  22.5;  4.016; 12.5;  4.057
 0.0542; 69;  8.801;  20.0;  0.603;  8.0;  0.727
 0.0544; 52; 15.402;  16.0;  1.064; 12.0;  1.196
 0.1506; 14;  3.737;  18.9;  2.134; 10.5;  2.200
 0.0541; 46; 10.314;  10.4;  0.704; 16.5;  0.741
 0.0585; 13;  2.989;  22.2;  0.241; 10.5;  0.256
 0.0561; 16;  5.378;  16.0;  0.397; 12.5;  0.422
 0.0473; 92; 37.967;  10.0;  1.952; 22.0;  2.077
 0.0151;  2;  2.302;  18.0;  0.012;  6.5;  0.016
 0.0554; 44; 18.733;  24.0;  1.340; 15.5;  1.457
 0.0845;  2; 20.909;   6.1;  3.563; 14.0;  3.873
 0.0767;  2;  5.119;  31.2;  0.719;  8.5;  0.799
 0.0845; 34; 23.207;   6.0;  3.946; 14.0;  4.289
 0.0898;  4;  4.008;  76.4;  0.776; 14.0;  0.792
 0.0847;  3;  4.460;  21.9;  0.772; 12.0;  0.804
 0.1288;  8;  8.656;  12.5;  3.541;  7.5;  4.024
 0.0117;  8;  8.280;  13.6;  0.025; 20.0;  0.028
 0.0497; 25;  8.181;  23.9;  0.470; 16.0;  0.495
 0.0880;  0;  5.334;  15.1;  0.989; 12.5;  1.030
 0.1832; 66; 15.332;   8.0; 13.088; 10.5; 14.073
 0.1892;  7;  3.942;  19.9;  3.624; 11.0;  3.698
 0.2439;  9;  6.794;  16.5; 10.615; 11.5; 10.943
 0.0087; 16; 58.129;   4.0;  0.097; 36.0;  0.110
 0.2553;  2;  4.062;  14.8;  7.059;  4.5;  8.305
 0.0495;  7;  4.906;  17.8;  0.280; 13.0;  0.298
 0.1926; 10;  4.160;  14.8;  3.959;  9.0;  4.124
 0.0826; 16;  5.548;  11.7;  0.911;  9.0;  1.001
 0.0458;109; 36.893;   6.5;  1.778; 34.0;  1.796
 0.0480;341; 58.526;   3.9;  3.096; 18.0;  3.518
 0.0488; 57; 14.434;  30.0;  0.796; 14.5;  0.865
 0.0852; 46; 13.211;  11.6;  2.291; 24.0;  2.291
 0.0448; 55;  4.901;  32.0;  0.226;  9.0;  0.257
 0.0487; 29; 14.129;   9.3;  0.775; 15.5;  0.833
 0.1199;  3;  3.427;  27.0;  1.212; 12.0;  1.237
 0.0490;114; 24.485;   6.6;  1.357; 17.0;  1.475
 0.1264;  4;  6.442;  15.0;  2.540; 12.0;  2.646
 0.0123; 45;  2.348;  18.0;  0.008;  9.5;  0.010
 0.0519;  2;  4.813;  16.3;  0.303;  8.5;  0.344
 0.0765; 14;  5.788;  12.9;  0.808; 11.5;  0.860
 0.0557;  1;  3.064;  16.8;  0.223;  6.0;  0.265
 0.0377;  8;  5.527;  33.8;  0.180; 14.0;  0.191
 0.0145;  5;  2.479;  50.6;  0.012; 10.0;  0.014
 0.0391; 84;115.471;  10.0;  3.996; 36.0;  4.206
 0.4516;  2;  6.468;  10.4; 38.732;  5.5; 44.520
 0.1269;  8;  3.842;  28.8;  1.536; 11.0;  1.584
 0.0160; 55;  7.549;  25.0;  0.043; 20.0;  0.047
 0.1142;  1;  4.021;  17.3;  1.280;  7.0;  1.422
 0.2021;  2;  3.031;  16.6;  3.225; 10.0;  3.291
 0.0468;  3;  4.993;  20.8;  0.253; 10.0;  0.281
 0.0698; 38;  5.517;  13.4;  0.634;  9.5;  0.697
 0.0132; 12;  8.081;  14.4;  0.032; 17.0;  0.036
 0.0230; 24; 26.535;   5.8;  0.316; 15.0;  0.381
 0.0354;  4;  4.781;  13.9;  0.137; 11.5;  0.151
 0.1403; 20;  4.217;  20.0;  2.063; 15.5;  2.063
 0.0982; 10;  3.976;  17.7;  0.931;  5.5;  1.108
 0.1208;  4;  3.078;  25.7;  1.115; 10.0;  1.149
 0.0689;  2;  4.358;  50.3;  0.491; 17.5;  0.496
 0.0842;  2;  3.776;  30.3;  0.646;  5.0;  0.798
 0.1158;  1;  3.815;  16.7;  1.252;  6.0;  1.423
 0.2200;  5;  3.059;  16.1;  3.900;  5.5;  4.333
 0.1043;  3;  3.837;  16.0;  1.022;  8.5;  1.099
 0.2357;  2; 10.187;  18.0; 14.910; 11.5; 15.531
 0.0050;  6; 12.324;   6.3;  0.007;  8.5;  0.014
 0.2153;  6; 22.111;   5.3; 26.389; 12.0; 28.073
 0.0066;  8;  8.028;  13.8;  0.008; 13.0;  0.011
 0.0384;  2;  2.459;  58.5;  0.084; 17.0;  0.085
 0.3152;  1;  3.452;  17.3;  9.371;  6.0; 10.186
 0.1223;  2;  3.354;  18.5;  1.238;  5.5;  1.423
 0.2226;  3;  5.270;  16.7;  6.802;  9.0;  7.160
 0.1181; 17;  4.956;  13.8;  1.697;  7.5;  1.886
 0.1198;  7;  3.918;  61.7;  1.383; 13.0;  1.397
 0.1028;  6; 11.346;  15.4;  2.891; 11.0;  3.142
 0.0728;  2; 16.844;   8.5;  2.102;  9.0;  2.502
 0.1533; 52;  7.434;  10.1;  4.375;  9.0;  4.704
 0.1010;  2;  3.943;  16.6;  0.980; 11.0;  1.021
 0.0970;  1; 14.131;   7.5;  3.181; 10.0;  3.574
 0.2030;  1; 19.686;   6.4; 20.853;  9.5; 23.170
 0.0974; 10;  3.445;  15.0;  0.793; 11.0;  0.818
 0.0408;  1;  3.792;  33.0;  0.145; 15.0;  0.151
 0.0313;  3;  4.194;  16.0;  0.094; 17.5;  0.097
 0.0737;  4;  7.092;  17.7;  0.916; 12.0;  0.974
 0.0912;  4;  6.081;  19.5;  1.209;  9.5;  1.314
 0.0194;  1; 10.295;  10.4;  0.087; 10.0;  0.112
 0.0146; 24;  5.968;  26.1;  0.029; 13.0;  0.034
 0.1797;  2;  3.444;  25.2;  2.856;  8.5;  3.006
 0.0726; 13;  9.451;  18.1;  1.177; 10.5;  1.293
 0.0774;  1;  6.550;  21.5;  0.938; 10.0;  1.020
 0.0570;  2;  5.504;  26.6;  0.420;  4.0;  0.618
 0.1496; 10;  3.675;  19.7;  2.069;  6.5;  2.299
 0.0972;  2;  6.392;  16.8;  1.456;  9.5;  1.583
 0.2371;  2;  4.040;  21.1;  6.035;  9.0;  6.286
 0.2665;  1;  3.143;  20.6;  5.987;  8.0;  6.236
 0.1128;  4;  3.219;  20.8;  1.006;  9.0;  1.059
 0.2170;  3;  3.527;  20.3;  4.335;  4.0;  5.287
 0.0600; 79;  7.498;  17.0;  0.635; 12.5;  0.683
 0.1069; 11;  5.838;  14.3;  1.629; 10.5;  1.733
 0.1171;  4; 11.271;   9.5;  3.753; 12.0;  3.993
 0.1728; 12;  3.103;  22.2;  2.373;  5.5;  2.666
 0.3171;  4;  3.124;  18.2;  8.601;  6.5;  9.248
 0.0516;  2;  3.140;  20.1;  0.196;  7.0;  0.228
 0.0097;  4;  3.390;  21.4;  0.007;  8.5;  0.010
 0.2786;  5;  3.153;  23.0;  6.649;  6.0;  7.227
 0.1496;  4;  4.181;  16.0;  2.353;  8.5;  2.503
 0.0556;162; 70.892;   5.3;  5.081; 26.0;  5.405
 0.1380;  8;  3.525;  19.9;  1.674;  7.0;  1.820
 0.1612;  2; 14.040;  13.4;  9.157;  6.5; 11.033
 0.1309;  2;  3.184;  20.3;  1.362;  6.5;  1.497
 0.0192;  2;  3.871;  16.6;  0.032;  9.5;  0.039
 0.0505; 13; 11.735;   9.6;  0.694; 14.0;  0.754
 0.2073;  5;  3.132;  28.4;  3.531;  9.5;  3.640
 0.1383;  3;  3.359;  16.5;  1.603; 11.5;  1.636
 0.0564;  2;  5.497;  17.8;  0.411;  8.5;  0.467
 0.2320;  3;  3.351;  18.6;  4.788;  6.5;  5.204
 0.1398;  2;  3.220;  20.4;  1.573;  7.0;  1.710
 0.3416;  2;  3.310;  21.8; 10.715;  5.0; 12.039
 0.1380;  5;  3.668;  17.7;  1.742;  7.5;  1.893
 0.1240;  9;  4.385;  22.0;  1.668; 10.0;  1.756
 0.0936;  2;  8.730;  14.2;  1.835; 10.5;  1.995
 0.0894; 81; 16.940;  12.4;  3.206; 28.0;  3.238
 0.1947;  2;  3.310;  42.3;  3.244; 11.0;  3.277
 0.0200;  7;  2.388;  28.1;  0.022; 12.5;  0.024
 0.2041;  3;  3.628;  16.4;  3.930;  5.5;  4.416
 0.0408;  1;  4.647;  31.6;  0.178; 13.0;  0.189
 0.1475;  3;  5.930;  15.2;  3.215; 10.5;  3.349
 0.1390;  8;  4.087;  44.9;  1.960;  4.0;  2.481
 0.0793; 16;  3.486;  19.3;  0.530; 13.5;  0.541
 0.1694;  4;  3.112;  16.2;  2.278;  6.0;  2.531
 0.0282;  2;  4.250;  20.7;  0.077; 10.0;  0.089
 0.0382; 91;  8.842;  11.5;  0.294; 20.0;  0.303
 0.1880;  1;  5.238;  10.9;  4.718;  8.0;  5.073
 0.0487;  4;  4.599;  50.1;  0.253; 15.0;  0.264
 0.1651;  3;  5.988;  15.3;  4.093; 13.5;  4.134
 0.0491;  1;  8.926;  12.3;  0.500; 11.0;  0.562
 0.0969;  4;  2.997;  20.1;  0.682;  6.0;  0.775
 0.1521;  2;  4.360;  14.1;  2.545;  9.0;  2.679
 0.0381; 71;  4.854;  11.8;  0.162; 10.5;  0.180
 0.0333; 15;  2.472;  20.7;  0.063; 13.5;  0.066
 0.0602;  0;  4.534;  17.3;  0.388; 10.5;  0.417
 0.0586;  2;  5.009;  19.8;  0.405;  8.0;  0.466
 0.1153;  2;  3.285;  36.7;  1.076; 11.0;  1.109
 0.0757; 38;  2.931;  53.7;  0.404; 14.0;  0.408
 0.1760;  1;  5.271;  13.6;  4.154; 11.0;  4.282
 0.0796;  2;  5.051;  66.2;  0.767; 11.5;  0.807
 0.0559;  2;  2.998;  23.1;  0.220;  8.5;  0.242
 0.0897;  2;  8.918;  13.8;  1.712;  7.5;  1.991
 0.1244;  2;  4.493;  26.0;  1.721; 13.5;  1.738
 0.0328; 16;  3.154;  20.8;  0.078; 10.0;  0.087
 0.0824;  2; 10.658;  10.2;  1.733; 13.0;  1.844
 0.0808;  1;  7.190;  41.6;  1.124; 12.5;  1.183
 0.0760; 99;  7.072;  34.6;  0.974; 17.5;  0.994
 0.0620; 94;  9.190;  11.0;  0.833; 14.0;  0.886
 0.0780;  2;  2.959;  18.1;  0.434;  5.5;  0.517
 0.0593;  4;  6.906;  11.9;  0.573; 13.5;  0.603
 0.1184; 19;  6.182;  12.9;  2.117;  9.5;  2.276
 0.0385; 31;  3.137;  19.4;  0.107; 13.0;  0.113
 0.0614;  4;  4.028;  17.8;  0.359;  9.0;  0.395
 0.0963;  4;  4.059;  30.0;  0.912;  6.0;  1.060
 0.0943;  1;  7.717;  20.0;  1.648;  8.5;  1.852
 0.0760; 84; 15.994;   6.8;  2.185; 16.0;  2.300
 0.1509;  3;  3.540;  34.5;  2.031; 13.0;  2.052
 0.0579;  8;  5.851;  19.0;  0.462; 14.0;  0.481
 0.0570; 23;  3.662;  19.0;  0.280; 11.0;  0.298
 0.0750; 61;  8.097;  10.3;  1.085; 13.0;  1.142
 0.0809;  1;  5.663;  12.2;  0.890; 10.0;  0.957
 0.0691; 10;  5.737;  15.0;  0.647; 14.0;  0.674
 0.0980; 20; 18.577;   6.3;  4.264; 11.5;  4.686
 0.0809; 10;  5.863;  13.6;  0.921; 13.5;  0.959
 0.0582;  3; 14.289;  16.2;  1.135; 15.5;  1.207
 0.1065;  2;  5.942;  15.6;  1.645; 13.5;  1.696
 0.0846;  9; 15.613;   7.5;  2.674; 11.0;  2.971
 0.2700;  0;  3.326;  16.7;  6.528;  5.0;  7.418
 0.0610;  6;  3.346;  26.8;  0.294; 10.0;  0.316
 0.0980; 15; 12.458;   8.7;  2.867; 12.5;  3.050
 0.0825;  2;  8.593;  10.1;  1.400;  8.5;  1.591
 0.1301;  2;  5.515;  14.5;  2.315; 11.0;  2.411
 0.1486; 44;  6.406;  10.7;  3.535;  8.5;  3.842
 0.0951;  5;  9.021;   8.9;  1.953; 14.0;  2.034
 0.0901;  3;  9.355;  11.1;  1.813; 14.5;  1.889
 0.1411; 10;  7.132;  10.2;  3.516;  9.0;  3.781
 0.0902;  8;  4.044;  32.4;  0.790; 10.0;  0.840
 0.1544;  1;  9.489;   8.8;  5.656;  8.5;  6.215
 0.0906; 48;  9.875;  10.9;  1.929; 10.5;  2.097
 0.0791;  2;  5.965;  15.6;  0.894; 12.0;  0.941
 0.0355;  0;  3.057;  16.2;  0.089;  7.5;  0.105
 0.0897; 12;  5.129;  14.3;  0.991;  8.5;  1.089
 0.0579; 28; 10.035;   8.2;  0.789;  8.5;  0.939
 0.0423;  2;  3.829;  15.5;  0.158; 13.0;  0.166
 0.1510; 70; 11.225;   8.9;  6.363;  7.5;  7.314
 0.0594; 18; 11.139;  15.7;  0.924; 18.0;  0.953
 0.1359;  3;  4.977;  40.0;  2.297; 14.5;  2.320
 0.0965;  2; 12.436;   9.7;  2.778; 26.0;  2.806
 0.2472;  1;  3.063;  31.4;  4.998;  9.5;  5.100
 0.3475;  3;  8.590;  10.9; 28.939;  9.0; 30.786
